xpath,type,status,NextFrame,PreviousFrame,ElementImage,ElementText,CallerActivity,Tag
//android.widget.ImageButton,ImageButton,Complete,,SupportFragment,C:/Experimental/src/rsc/images/ResetDeviceFragment_0,,LightSwitchSettingsActivity,
//android.widget.TextView[@text= 'REMOVE DEVICE FROM ACCOUNT'],TextView,Complete,,SupportFragment,C:/Experimental/src/rsc/images/ResetDeviceFragment_1,REMOVE DEVICE FROM ACCOUNT,LightSwitchSettingsActivity,
